Date,level_0,index,High,Low,Open,Close,Volume,Adj Close
2020-03-24,57,57,513.6900024414062,474.0,477.29998779296875,505.0,22895200,505.0
2020-03-25,58,58,557.0,511.1099853515625,545.25,539.25,21222700,539.25
2020-03-26,59,59,560.0,512.25,547.3900146484375,528.1599731445312,17380700,528.1599731445312
2020-03-27,60,60,525.7999877929688,494.0299987792969,505.0,514.3599853515625,14377400,514.3599853515625
2020-03-30,61,61,516.6500244140625,491.2300109863281,510.260009765625,502.1300048828125,11998100,502.1300048828125
2020-03-31,62,62,542.9600219726562,497.0,501.25,524.0,17771500,524.0
2020-04-01,63,63,513.9500122070312,475.1000061035156,504.0,481.55999755859375,13353200,481.55999755859375
2020-04-02,64,64,494.260009765625,446.3999938964844,481.0299987792969,454.4700012207031,19858400,454.4700012207031
2020-04-03,65,65,515.489990234375,468.3900146484375,509.5,480.010009765625,22562100,480.010009765625
2020-04-06,66,66,521.0,497.9599914550781,511.20001220703125,516.239990234375,14901800,516.239990234375
2020-04-07,67,67,565.0,532.3400268554688,545.0,545.4500122070312,17919800,545.4500122070312
2020-04-08,68,68,557.2100219726562,533.3300170898438,554.2000122070312,548.8400268554688,12656000,548.8400268554688
2020-04-09,69,69,575.1799926757812,557.1099853515625,562.0900268554688,573.0,13650000,573.0
2020-04-13,70,70,652.0,580.530029296875,590.1599731445312,650.9500122070312,22475400,650.9500122070312
2020-04-14,71,71,741.8800048828125,692.4299926757812,698.969970703125,709.8900146484375,30576500,709.8900146484375
2020-04-15,72,72,753.1300048828125,710.0,742.0,729.8300170898438,23577000,729.8300170898438
2020-04-16,73,73,759.4500122070312,706.719970703125,716.9400024414062,745.2100219726562,20657900,745.2100219726562
2020-04-17,74,74,774.9500122070312,747.6599731445312,772.280029296875,753.8900146484375,13128200,753.8900146484375
2020-04-20,75,75,765.5700073242188,712.2100219726562,732.7000122070312,746.3599853515625,14746600,746.3599853515625
2020-04-21,76,76,753.3300170898438,673.7899780273438,730.1199951171875,686.719970703125,20209100,686.719970703125
2020-04-22,77,77,734.0,688.7100219726562,703.97998046875,732.1099853515625,14224800,732.1099853515625
2020-04-23,78,78,734.0,703.1300048828125,727.5999755859375,705.6300048828125,13236700,705.6300048828125
2020-04-24,79,79,730.72998046875,698.1799926757812,710.8099975585938,725.1500244140625,13237600,725.1500244140625
2020-04-27,80,80,799.489990234375,735.0,737.6099853515625,798.75,20681400,798.75
2020-04-28,81,81,805.0,756.6900024414062,795.6400146484375,769.1199951171875,15222000,769.1199951171875
2020-04-29,82,82,803.2000122070312,783.1599731445312,790.1699829101562,800.510009765625,16216000,800.510009765625
2020-04-30,83,83,869.8200073242188,763.5,855.1900024414062,781.8800048828125,28400100,781.8800048828125
2020-05-01,84,84,772.77001953125,683.0399780273438,755.0,701.3200073242188,32531800,701.3200073242188
2020-05-04,85,85,762.0,698.0,701.0,761.1900024414062,19237100,761.1900024414062
2020-05-05,86,86,798.9199829101562,762.1799926757812,789.7899780273438,768.2100219726562,16991700,768.2100219726562
2020-05-06,87,87,789.7999877929688,761.1099853515625,776.5,782.5800170898438,11123200,782.5800170898438
2020-05-07,88,88,796.4000244140625,772.3499755859375,777.2100219726562,780.0399780273438,11527700,780.0399780273438
2020-05-08,89,89,824.0,787.010009765625,793.77001953125,819.4199829101562,16130100,819.4199829101562
2020-05-11,90,90,824.0,785.0,790.510009765625,811.2899780273438,16519600,811.2899780273438
2020-05-12,91,91,843.2899780273438,808.0,827.0,809.4099731445312,15906900,809.4099731445312
2020-05-13,92,92,826.0,763.2999877929688,820.8300170898438,790.9600219726562,19065500,790.9600219726562
2020-05-14,93,93,803.3599853515625,764.0,780.0,803.3300170898438,13682200,803.3300170898438
2020-05-15,94,94,805.0499877929688,786.5499877929688,790.3499755859375,799.1699829101562,10518400,799.1699829101562
2020-05-18,95,95,834.719970703125,803.8800048828125,827.780029296875,813.6300048828125,11698100,813.6300048828125
2020-05-19,96,96,822.0700073242188,806.0800170898438,815.1699829101562,808.010009765625,9636500,808.010009765625
2020-05-20,97,97,826.0,811.7999877929688,820.5,815.5599975585938,7309300,815.5599975585938
2020-05-21,98,98,832.5,796.0,816.0,827.5999755859375,12254600,827.5999755859375
2020-05-22,99,99,831.780029296875,812.0,822.1699829101562,816.8800048828125,9987500,816.8800048828125
2020-05-26,100,100,834.5999755859375,815.7100219726562,834.5,818.8699951171875,8089700,818.8699951171875
2020-05-27,101,101,827.7100219726562,785.0,820.8599853515625,820.22998046875,11549500,820.22998046875
2020-05-28,102,102,824.75,801.6900024414062,813.510009765625,805.8099975585938,7255600,805.8099975585938
2020-05-29,103,103,835.0,804.2100219726562,808.75,835.0,11764500,835.0
